Sweedish,English
offret,the victim
sparka,kick
valt,Selected
kniv,knife
bud,bid
skära,cut
kall,cold
hann,Hann
dölja,hide
julie,Julie
naken,naked
handlade,traded
ms,MS
hämnd,revenge
klänning,dress
förvirrad,confused
behåll,keep
månaden,the month
tillgång,access
likadant,same
nödvändigt,necessary
bekant,known
ovanligt,unusual
fyller,filling
patient,patient
blind,blind
planerat,Planned
perfekta,Perfect
vakt,guard
armen,The arm
knä,knee
gisslan,hostage
byter,Switch
tillfället,the occasion
döende,dying
panik,panic
high,High
kelly,Kelly
kilo,kilo
botten,bottom
kollat,checked
ting,ting
lust,desire
vuxen,adult
brinner,burns
förstört,ruined
slagit,struck
knäpp,wacky
ligg,Lie
otrolig,incredible
höga,High
cia,Cia
doug,Doug
söta,Sweet
finna,find
ah,Ah
legat,Law
uppför,up
inuti,Inside
flaska,bottle
snuten,The cop
svärd,sword
susan,Susan
gratulerar,Congratulations
program,program
jones,Jones
ytterligare,further
märker,Notice
viss,certain
källaren,The basement
stryk,Stroke
tacksam,grateful
lådan,The box
företaget,the company
mördad,murdered
fiende,enemy
avslöja,reveal
europa,Europe
träff,hit
data,data
bråka,fight
sång,singing
radion,the radio
uppenbarligen,Obviously
störa,interfere with
vitt,White
totalt,Total
dna,DNA
pojkarna,The boys
hästar,Horses
tider,times
el,EL
annie,Annie
lyckats,succeeded
c,c
skrämma,scare
filmer,Movies
sjukt,Sick
arbetade,worked
victor,Victor
rättvisa,Justice
fjärde,fourth
rock,coat
assistent,assistant
miles,Miles
röker,smokes
tyska,German
lögnare,liar
vunnit,won
fitta,pussy
syn,sight
vars,whose
såja,so yes
chicago,Chicago
åsikt,opinion
sjukdom,disease
lågt,low
prins,prince
mirakel,miracle
poängen,The point
behov,needs
rörde,touched
snut,cop
besöka,visit
alternativ,alternative
amanda,Amanda
lucy,Lucy
relation,relationship
saknade,Missing
hittades,found
flyg,flight
kämpar,Fighters
stjäl,steal
betyda,mean
hörnet,The corner
erfarenhet,experience
rykte,reputation
druckit,Drunk
människan,the human
bilderna,the pictures
elva,eleven
förbannad,cursed
scenen,The scene
gammalt,Old
förändra,change
bestämde,decided
fakta,Facts
flygplatsen,Airport
räddar,Saves
fy,Fy
öppnade,opened
lägenheten,The apartment
tvingade,forced
tunga,tongue
cool,Cool
tomt,plot
långsamt,slowly
kalifornien,California
linda,wind
växa,grow
klient,client
köp,buy
texas,Texas
gäster,Guests
byn,The village
smith,Smith
svåra,Difficult
orden,the words
skrika,scream
signal,signal
elden,the fire
näsan,the nose
byggde,Built
modig,brave
mitten,middle
enkel,simple
julia,Julia
råkade,happened
jackson,Jackson
fungerade,Worked
upptäckte,discovered
mjölk,milk
snygga,Stylish
satan,Satan
halvtimme,half an hour
jenny,Jenny
m,m
planerar,Planning
kroppar,bodies
finner,finds
underbara,wonderful
datorn,computer
imponerande,impressive
elak,mean
tim,Tim
längs,along
därute,out there
märke,make
varifrån,from where
mans,mans
såhär,like this
tufft,Tough
ledigt,free
fruktansvärt,Terrible
bomb,Bomb
skrek,screamed
mesta,Most of it
sur,sour
lily,Lily
måndag,Monday
simma,swim
månen,the moon
by,village
rättvist,fair
äckligt,Disgusting
favorit,favorite
fantastiska,Great
pund,pound
därinne,in there
familjer,Families
skadar,hurting
jävlas,Damn
programmet,the program
personligen,personally
store,Store
ögat,the eye
suttit,Sit
yngre,younger
överlevde,survived
res,res
fokusera,focus
louis,Louis
jeff,Jeff
ledig,free
kurs,course
stängt,closed
universum,universe
skäms,ashamed
längst,farthest
starkt,strong
fingeravtryck,fingerprint
maste,must
hank,Hank
amen,Amen
känn,Feel
fönster,window
roger,Roger
styra,steer
nyfiken,curious
andre,second
rygg,back
benet,The leg
yeah,yeah
paus,Pause
jag,I
det,the
är,is
du,you
att,to
inte,not
en,one
och,and
har,have
vi,we
på,on
i,in
för,for
han,he
med,with
som,as
vad,What
om,if
var,where
mig,me
här,here
dig,you
så,so
den,the
kan,can
till,to
de,the
men,but
ni,you
ska,will
ett,one
av,of
vill,wants
hon,she
nu,now
ja,yes
vet,know
nej,No
bara,only
hur,how
min,my
kommer,comes
där,where
honom,him
måste,must
gör,make
din,your
skulle,would
när,when
kom,Come
då,then
bra,Good
ha,have
vara,be
får,get
man,MAN
ut,out
oss,U.S
ta,take
er,your
göra,do
okej,okay
eller,or
varför,why
dem,them
från,from
alla,all
hade,had
tror,think
upp,up
allt,all
sig,one
jag,I
det,the
är,is
du,you
att,to
inte,not
en,one
och,and
har,have
vi,we
på,on
i,in
för,for
han,he
med,with
som,as
vad,What
om,if
var,where
mig,me
här,here
dig,you
så,so
den,the
kan,can
till,to
de,the
men,but
ni,you
ska,will
ett,one
av,of
vill,wants
hon,she
nu,now
ja,yes
vet,know
nej,No
bara,only
hur,how
min,my
kommer,comes
där,where
honom,him
måste,must
gör,make
din,your
skulle,would
när,when
kom,Come
då,then
bra,Good
ha,have
vara,be
får,get
man,MAN
ut,out
oss,U.S
ta,take
er,your
göra,do
okej,okay
eller,or
varför,why
dem,them
från,from
alla,all
hade,had
tror,think
upp,up
allt,all
sig,one
henne,her
gå,go
sa,said
ingen,No
tack,thanks
igen,again
in,in
få,get
se,see
går,Going
nåt,Something
lite,a little
mycket,very
vem,who
hej,Hello
kanske,perhaps
ser,looks
mitt,my
aldrig,Never
behöver,need
finns,Available
än,than
inget,nothing
efter,after
blir,becomes
ju,Well
bli,Become
hans,his
något,something
sen,late
två,two
tillbaka,back
tar,takes
gjorde,did
över,over
mer,more
säger,says
nån,Someone
ditt,your
ge,give
fick,got
mina,mine
väl,well
också,also
någon,any
åt,at
fan,Damn
kunde,could
nog,probably
ner,down
säga,say
år,year
mamma,mother
vänta,wait
varit,been
pappa,dad
andra,Other
mot,against
känner,feel
ville,Wanted
borde,should
hela,whole
detta,this
några,a few
rätt,Right
vid,at
hit,here
låt,Let
komma,come
såg,SAW
gjort,done
själv,self
prata,talk
alltid,always
dina,Dina
hem,Home
menar,mean
fel,wrong
verkligen,really
vår,our
blev,became
utan,without
tog,Took
dag,day
liv,life
va,VA
visst,Certainly
förstår,understands
tid,time
trodde,thought
älskar,Love
sätt,way
tre,three
döda,kill
mr,Mr.
berätta,tell
sin,its
veta,Know
gick,went
sluta,stop
precis,just
titta,look
tänker,Thinking
inga,no
många,many
gillar,Like
barn,children
bättre,better
innan,before
folk,people
gång,walk
tycker,think
bort,away
hennes,her
visste,knew
under,during
hjälpa,help
händer,happens
förlåt,sorry
hjälp,help
säg,say
just,just
håll,hold
helt,completely
länge,long
hör,hear
död,death
första,first
sett,seen
ledsen,sorry
snälla,please
saker,things
sir,Sir
god,good
fortfarande,still
dom,judgment
gud,God
ursäkta,excuse
hitta,find
pengar,money
står,stands
heter,called
vilken,which
håller,holding
ens,even
samma,same
borta,away
hand,hand
stanna,stay
enda,only
våra,ours
mår,Feels
problem,problem
ur,from
far,Father
hallå,Hello
sak,Thing
ger,ger
vän,Friend
hände,happened
vart,where
jävla,fucking
väg,way
åh,Oh
helvete,hell
försöker,trying
kvar,left
låter,allows
annan,Other
längre,Further
redan,already
väldigt,very
morgon,morning
pratar,Talking
dit,there
kväll,Evening
kör,drive
fått,got
herregud,Oh my God
snart,soon
fråga,question
namn,name
sitt,his
ute,out
tiden,the time
sedan,since
tro,believe
deras,their
fru,wife
tänkte,thought
jo,yes
varje,each
ingenting,nothing
verkar,seems
träffa,hit
fram,forward
först,first
säkert,Safe
bästa,top
slut,final
säker,sure
vägen,the way
härifrån,From here
åka,go
lämna,leave
hos,at
visa,show
därför,because
börjar,Starts
stor,Big
jobb,Job
genom,by
kolla,check
hålla,keep
annat,Other
son,son
rädd,afraid
era,era
gav,gave
hoppas,hope
vänner,Friends
hörde,heard
vilket,which
sex,six
kunna,be able to
sina,their
hittade,Found
sista,last
ihop,Together
ses,seen
nästa,Next
fem,five
minns,Remember
livet,Life
riktigt,really
liten,small
dö,die
även,also
del,part
vårt,ours
nya,New
bilen,The car
klarar,Can handle
lyssna,listen
skit,crap
betyder,mean
tag,tag
tills,until
människor,people
höra,hear
idag,today
sant,true
hemma,home
sagt,Said
fast,fixed
tänk,think
minuter,minutes
ligger,is located
världen,The world
faktiskt,actually
ändå,still
blivit,become
tala,speak
klart,clear
väntar,Waiting
dra,drag
runt,around
fyra,four
åker,Åker
män,Men
dollar,dollar
helst,preferably
polisen,The police
fall,case
denna,This one
haft,had
annars,otherwise
dog,died
hämta,retrieve
lägg,Place
ensam,alone
illa,badly
familj,family
inne,in
nästan,almost
älskling,Darling
kul,Fun
lika,equal
sånt,Such
lugnt,Quiet
stora,Big
gången,The time
försökte,tried
tur,lucky
kvinna,woman
spelar,Playing
börja,start
ny,new
långt,far
dödade,killed
öppna,Open
redo,ready
hittar,Finds
lilla,small
båda,both
rör,pipe
ifrån,from
släpp,release
jobbar,Works
bil,car
tillsammans,together
hänt,Happened
hört,heard
emot,against
plats,place
svårt,Hard
senare,later
heller,either
känns,Feels
ringer,Calls
låta,sound
bror,Brother
fort,fast
glad,Happy
huset,the house
ibland,sometimes
be,ask
hus,House
gått,gone
killen,The guy
nära,close
ihåg,Remember
vilka,which
kille,boy
slå,beat
vore,were
s,s
igenom,through
mellan,between
natt,night
rädda,save
bryr,care
vilja,will
trevligt,nice
bäst,best
tänka,think
spela,play
bor,Bor
dagar,days
gott,good
klara,done
fattar,GETS
fler,More
lever,liver
sitter,sitting
chans,chance
äta,eat
ber,ber
pengarna,the money
gärna,gladly
ännu,yet
kände,felt
tio,ten
timmar,hours
rum,room
gånger,times
ert,Er
dotter,daughter
gamla,Old
gammal,old
ord,words
ringa,call
mannen,The man
dessa,these
varandra,each other
fanns,existed
dörren,the door
mor,mother
började,Started
all,all
reda,Raise
handlar,shopping
bakom,behind
känna,feel
par,couple
dör,dies
dags,Time
tyst,silent
kommit,come
jobbet,the job
dr,dr
alls,at all
klar,clear
sån,like that
jack,Jack
oroa,worry
eftersom,since
galen,crazy
fara,danger
hjälper,helps
leva,live
stan,town
mat,food
ganska,quite
klockan,The clock
dagen,The day
antar,assume
bad,bath
vapen,arms
ring,ring
ringde,called
egen,own
john,John
stå,stand
iväg,Away
skull,sake
ikväll,Tonight
följer,follows
fint,fine
vadå,what
stället,place
tagit,taken
idé,Idea
följa,follow
syster,Sister
räcker,enough
jaså,Oh really
sätta,put
försöka,try
lätt,easy
berättade,told
försök,attempt
lovar,promise
stannar,stops
killar,boys
lång,long
skolan,school
letar,looking
förut,before
kvinnor,women
hittat,found
talar,speaks
självklart,obvious
utanför,outside
roligt,Funny
tidigare,earlier
ben,bone
skynda,hurry
ok,Ok
månader,months
dödar,kills
stort,Large
jobba,work
flicka,girl
nytt,New
direkt,Immediately
stämmer,correct
flytta,move
mest,most
hatar,Hate
lära,teach
undan,away
glöm,Forget
vatten,water
skicka,send
sanningen,The truth
imorgon,Tomorrow
kallar,Calls
lär,Learn
kapten,captain
uppe,up
flera,several
perfekt,perfect
mrs,MRS
new,New
nere,down
stoppa,stop
lämnade,left
plan,plan
önskar,desire
herr,Mr.
fin,nice
igår,yesterday
pratade,Talked
köra,drive
ont,evil
idiot,idiot
vacker,beautiful
miss,Miss
val,choice
betala,pay
lita,rely
blod,Blood
kompis,buddy
föräldrar,parents
kärlek,Love
fortsätt,continue
huvudet,head
sent,late
natten,the night
använda,use
tjej,girl
före,before
kalla,call
sidan,side
lugn,quiet
lämnar,leaving
alltså,in other words
gäller,applies
vidare,further
full,full
hända,happen
roll,role
nummer,number
snäll,kind
ursäkt,excuse
the,The
viktigt,Important
sätter,puts
drar,pulls
gifta,Married
köpa,buy
sova,sleep
inom,within
saken,The thing
ställe,place
förstå,Understand
medan,while
arg,angry
skall,shall
behövde,needed
satt,sat
skriva,write
veckor,weeks
tyckte,thought
äter,Eat
hjärta,heart
konstigt,Strange
snabbt,Quickly
tänkt,thought
nå,reach
lägga,lay
tittar,looking
följ,Follow
tyvärr,unfortunately
vecka,week
jaha,Well
slår,beats
mindre,less
visar,showing
resten,the rest
ögon,eyes
älskade,Loved
undrar,Wonder
vissa,certain
typ,type
välkommen,Welcome
lugna,calm
pojke,boy
förklara,explain
någonsin,ever
sida,page
någonting,anything
misstag,mistake
svara,respond
egentligen,actually
kort,short
sköt,shot
sitta,sit
grabben,The guy
själva,themselves
varsågod,You are welcome
tja,Well
frågor,questions
möjligt,possible
absolut,absolutely
lycka,happiness
berättar,tells
käften,The jaw
hoppa,jump
tom,Empty
tillräckligt,enough
stick,Stick
goda,Good
fixa,Fix
hårt,hard
lät,sounded
enligt,according to
träffas,meet
sju,seven
otroligt,unbelievable
fungerar,Works
fortsätta,continue
skyldig,guilty
grund,basic
trött,tired
använder,uses
låg,low
barnen,The children
exakt,exactly
små,small
sjuk,ill
allihop,all
familjen,The family
kära,Dear
massa,pulp
order,order
charlie,Charlie
person,person
dum,stupid
sam,Sam
höll,held
slog,struck
skydda,protect
chefen,The boss
hämtar,fetches
nånsin,ever
träffade,met
saknar,Missing
gift,married
förra,last
kaffe,coffee
lnte,LNTE
historia,history
jobbat,Worked
toppen,top
hälsa,health
bör,should
värre,worse
större,major
förbi,past
miljoner,Millions
bo,stay
skjuta,shoot
brukar,usually
skrev,wrote
sägs,is said
middag,dinner
igång,running
synd,sin
senaste,Last
behöva,need
frågar,asks
åtta,eight
åkte,went
lägger,Puts
dess,its
kropp,body
dåligt,badly
förrän,before
aning,idea
frågade,asked
framför,in front
herre,Lord
stod,stood
tjänst,service
slutar,ends
såna,those
strax,just
dricka,drink
sticker,Sticks
hemskt,Terrible
annorlunda,different
stund,while
herrar,gentlemen
leta,Find
skada,damage
ögonblick,moment
york,York
jorden,the earth
riktig,TRUE
inför,infront of
läsa,read
land,country
la,la
läget,the situation
enkelt,easy
resa,trip
betalar,pays
ung,Young
brukade,used to
ofta,Often
joe,Joe
oj,Oh
polis,police
jävel,son of a bitch
spring,running
pa,PA
doktorn,The doctor
må,feel
l,l
början,beginning
arbete,work
huvud,head
george,George
dålig,bad
egna,Own
eget,own
ansikte,face
krig,war
olika,various
orolig,worried
händerna,Hands
david,David
bevis,evidence
tvungen,forced
skriver,Writes
michael,Michael
slåss,fight
överallt,Everywhere
råd,advice
frank,Frank
timme,hour
söker,searching
agent,agent
tv,TV
fortsätter,continues
skickade,sent
omkring,about
menade,meant
flickan,The girl
svar,response
glömde,Forgot
smart,smart
allting,everything
ögonen,the eyes
sover,Sleeps
förr,before
landet,the country
oh,Oh
rummet,the room
trevlig,nice
funkar,Works
allvar,seriously
skjut,Slide
älska,love
ställa,put
telefon,phone
veckan,The week
mord,murder
ljuger,lies
staden,the city
människa,person
finnas,be
lyssnar,Listens
barnet,the child
a,a
samtal,Call
beklagar,regrets
hund,dog
kvällen,evening
kvinnan,the woman
fantastiskt,Fantastic
vinna,win
skaffa,get
nånting,Something
största,largest
fart,speed
fixar,Fixes
körde,drove
läkare,Doctor
skjuter,Shoots
max,Max
förlorade,lost
uppfattat,Roger
peter,Peter
satte,put
passar,Fits
särskilt,particularly
berättat,told
skiten,The shit
röra,move
chef,manager
kläder,clothes
rakt,straight
guds,God
stark,strong
andas,breathe
kallas,called
räddade,saved
skickar,Sends
åtminstone,At least
lycklig,happy
köpte,Bought
värld,world
problemet,the problem
javisst,Sure
hel,whole
istället,instead
nånstans,somewhere
mike,Mike
förlora,lose
behövs,needed
fri,free
kriget,the war
vattnet,the water
planet,planet
sjukhuset,the hospital
sekunder,seconds
trots,despite
träffat,met
fängelse,prison
äntligen,finally
tjejer,girls
underbart,wonderfully
levande,live
vänster,left
tjejen,the girl
fred,peace
bär,berries
förutom,except
rätta,correct
intressant,interesting
kollar,Looks
öl,beer
usa,USA
snackar,talking
gett,given
sättet,the way
försiktig,careful
svart,black
arbetar,working
släppa,drop
information,information
vinner,Wins
litet,small
vita,White
naturligtvis,of course
farbror,uncle
vakna,wake
snygg,handsome
nyheter,News
litar,trust
gillade,Liked
döden,Death
damer,Ladies
film,Film
pojken,the boy
e,e
meddelande,message
dan,Dan
advokat,lawyer
eld,Fire
sälja,sell
skojar,joking
stolt,proud
allvarligt,seriously
tidigt,early
hår,hair
tacka,thank
mark,ground
frågan,the question
djur,animal
ers,ers
anledning,reason
kroppen,the body
ned,down
affärer,business
bok,Book
raring,dear
flesta,most
plötsligt,suddenly
alldeles,Right
nio,nine
jösses,Crikey
personer,people
riktiga,real
höger,Right
bland,among
paul,Paul
kontor,office
pratat,talked
pågår,In progress
fest,party
mördare,killer
knappt,hardly
slutet,the end
skål,bowl
ordna,arrange
beslut,decision
tredje,third
känt,known
o,O
jättebra,Great
omöjligt,impossible
försökt,tried
sov,sleeping
harry,Harry
skönt,Nice
träffar,hits
duktig,good
spel,game
kung,King
jesus,Jesus
glömma,forget
fallet,the case
general,General
förtjänar,deserves
james,James
president,President
lärde,learned
dödat,killed
sticka,knit
söt,sweet
delar,parts
farligt,Dangerous
speciellt,especially
flickvän,girlfriend
dansa,dance
försvann,disappeared
hungrig,hungry
högt,high
ända,end
möte,Meeting
grattis,Congratulations
slags,sort of
både,both
dröm,dream
förlorat,lost
glömt,Forgot
meter,meter
tydligen,apparently
känslor,feelings
lovade,promised
vackert,beautifully
kontakt,Contact
ändra,change
henry,Henry
frun,wife
fbi,FBI
pojkar,Boys
fader,Father
världens,The world
försvinn,Disappear
kallade,called
visade,showed
klarade,managed
snacka,Talk
kär,in love
adjö,goodbye
hjärtat,the heart
sönder,broken
stäng,Close
fina,Fine
året,the year
fullt,fully
stopp,Stop
välja,select
låtsas,pretend
tillhör,belongs
svarta,Blacks
skämt,joke
upptagen,occupied
mål,goal
gatan,the street
ungefär,approximately
hjälpte,helped
kasta,throw
jimmy,Jimmy
uppdrag,mission
fantastisk,fantastic
hellre,rather
ligga,lie
vila,rest
förstöra,Destroy
musik,music
filmen,the movie
leder,joints
jävlar,Damn
lunch,lunch
dricker,Drink
flickor,Girls
sist,last
morse,Morse
alex,Alex
äkta,genuine
jim,Jim
spelade,Played
ombord,on board
fly,escape
lärt,learned
därifrån,From there
förlorar,losing
jobbade,Worked
nick,nod
talat,spoken
paris,Paris
stal,stole
värt,Worth
handen,Hand
hette,was called
drink,drink
fröken,Miss
någonstans,somewhere
steg,step
grabbar,boys
underbar,wonderful
stad,City
snyggt,Nice
värsta,worst
tony,Tony
vare,it
vann,Won
namnet,The name
skepp,Ship
vackra,Beautiful
minut,minute
akta,beware
varenda,every
intresserad,interested
åk,ride
köper,Buying
bild,picture
glas,glass
nyss,just
ray,Ray
luktar,Smells
svär,swear
förstått,understood
sarah,Sarah
bar,bar
skogen,the forest
drog,drug
byta,change
clark,Clark
slutade,stopped
ljög,lied
dumt,stupid
unga,Young
hög,high
grej,thing
börjat,began
ställer,Places
å,Å
sängen,the bed
försiktigt,gently
använde,used
brev,mail
ljus,light
dela,share
doktor,Doctor
säljer,sells
stör,disturb
området,area
väntat,Expected
lösa,solve
bill,Bill
ordnar,arranges
dumma,Stupid
gode,Good
närheten,around
tittade,looked
pistol,gun
arbeta,work
skeppet,The ship
hänger,Hangs
gissa,guess
stackars,Poor
närmare,closer
säkerhet,security
framtiden,The future
sådan,such
talas,spoken
pojkvän,boyfriend
ingenstans,Nowhere
utmärkt,Excellent
själ,Soul
telefonen,The phone
velat,Wanted
flyga,fly
ar,are
månad,month
hinner,have time to
detsamma,the same
läser,Reads
sade,said
unge,young
danny,Danny
överste,colonel
tusen,thousand
ringt,rung
väntade,waited
släpper,release
n,n
ej,not
chansen,The chance
ansiktet,The face
brott,crime
valde,chose
dåliga,Bad
bob,Bob
lägenhet,apartment
liksom,as well as
vanligt,plain
överens,agreed
kontroll,Control
skitsnack,bullshit
skadad,damaged
äger,Own
läst,read
make,husband
boken,The book
säkra,secure
bevisa,prove
utom,except
bestämmer,decides
lämnat,left
röst,voice
halv,half
dessutom,In addition
extra,extra
spår,track
förresten,By the way
presidenten,the president
jake,Jake
gilla,like
dött,Died
uppskattar,Appreciate
sällskap,company
sorts,kind
marken,the ground
folket,The people
glömmer,Forget
välkomna,welcome
bilder,pictures
ställ,Set
rena,clean
framåt,Forward
tommy,Tommy
svarar,answers
dar,Dar
prova,try
genast,immediately
planen,The plan
låna,borrow
tanke,thought
van,van
olycka,accident
öga,eye
grejer,stuff
läste,Read
leka,play
stilla,still
tillstånd,permission
lag,law
respekt,respect
minst,least
partner,partner
båten,The boat
killarna,The guys
engelska,English
öppnar,opens
räkna,count
ren,clean
vapnet,the weapon
tal,speech
mary,Mary
passa,fit
inser,realize
jul,Christmas
festen,The party
nervös,nervous
stack,stack
havet,the sea
kunnat,been able to
billy,Billy
äldre,older
kyrkan,Church
meningen,the meaning
säng,BED
bredvid,beside
hemlighet,secret
solen,the sun
hopp,hope
richard,Richard
massor,plenty
london,London
förmodligen,Probably
himlen,Heaven
ryggen,The back
verkade,seemed
bit,bit
johnny,Johnny
bygga,build
pâ,Pâ
tecken,sign
baby,baby
tankar,thoughts
lyckades,managed
offer,victims
talade,spoke
bära,wear
varken,neither
behålla,retain
krävs,required
värd,host
tackar,Thanks
beror,depend
maten,The food
försvinner,disappears
vågar,dare
jäveln,The bastard
bobby,Bobby
föll,fell
vänd,Turn
kostar,costs
bjuda,invite
högre,higher
historien,history
kräver,requires
lista,list
vanliga,usual
knulla,fuck
tråkigt,Boring
slappna,Relax
bodde,lived
avsluta,end
jämt,evenly
kraft,force
följde,followed
morgonen,The morning
ordet,the word
framtid,future
platsen,the place
gravid,pregnant
förstör,destroy
varann,each other
skäl,reason
pistolen,The gun
varmt,hot
förstod,understood
tjäna,serve
poäng,point
vin,wine
vit,White
chris,Chris
fånga,catch
förstås,of course
nyckeln,The key
fatta,take
missade,Missed
endast,only
skämtar,joking
ät,Eat
överraskning,surprise
väljer,Selects
besök,visit
nåd,Grace
blå,blue
luften,the air
antingen,either
röda,Red
skapa,create
lik,like
upprörd,upset
djupt,deep
hjälte,hero
steve,Steve
makt,Power
ära,honor
bjuder,Offers
lova,promise
te,tea
frukost,breakfast
beredd,prepared
ljuset,The light
grupp,group
flyttar,Moves
hamnar,ports
martin,Martin
hälften,half
ålder,age
starta,start
lyckas,succeed
band,band
båt,Boat
gamle,Old
överleva,survive
bröt,broke
normalt,normally
flyger,flying
papper,paper
taget,taken
nöjd,satisfied
wow,Wow
golvet,the floor
springa,run
ungar,kids
ihjäl,to death
ljuga,lie
tolv,Twelve
stänga,close
innebär,means
bordet,The table
sprang,ran
laga,prepare
ansvar,responsibility
rent,purely
planer,plans
per,per
hejsan,Hello
viktig,important
sjunga,sing
använd,used
helvetet,Hell
hjärna,brain
leda,lead
skriv,write
ärlig,honest
minnas,Remember
faller,falling
kontoret,the office
farväl,farewell
skrivit,written
sekund,second
amerika,America
oavsett,regardless
jävligt,Damn
flyttade,Moved
farfar,grandfather
målet,the goal
insåg,realized
tjänar,earns
gömma,hide
thomas,Thomas
skiter,Shit
smärta,pain
ordning,order
hunden,the dog
bry,Care
kate,Kate
fönstret,The window
möta,meet
föddes,was born
mormor,grandmother
tappade,dropped
sjukhus,hospital
mej,Me
lagen,the law
kungen,The king
team,team
damen,Lady
mördaren,the killer
sköta,manage
will,will
sköter,Manages
titt,look
lagt,laid
snällt,kindly
spännande,exciting
köket,The kitchen
amerikanska,American
lille,Little
kallt,cool
backa,Reverse
galna,Crazy
människorna,The people
dam,Lady
gratis,free
betalt,Paid
öde,Fate
bryta,break
ryan,Ryan
löjtnant,lieutenant
häst,HORSE
skillnad,difference
känsla,feeling
förklarar,explaining
aj,Ouch
broder,Brother
guld,gold
häftigt,cool
ske,happen
soldater,troops
styrka,strength
kämpa,fight
springer,runs
t,t
tanken,thought
hemsk,horrible
charles,Charles
scott,Scott
pris,Award
härligt,Great
regler,rules
skor,shoes
åren,the years
daniel,Daniel
öppen,open
claire,Claire
framme,in front
samtidigt,at the same time
ätit,eaten
speciell,special
översättning,translation
träffades,met
bilden,The picture
kusin,cousin
ärligt,honestly
delen,part
maria,Mary
sergeant,sergeant
suger,Sucks
monster,monster
sådant,such
orsak,cause
definitivt,definitely
slag,kind
eddie,Eddie
college,college
ledare,leader
vägrar,refuses
gränsen,the limit
alan,Alan
lärare,teacher
walter,Walter
kändes,felt
exempel,example
drömmar,Dreams
fängelset,the prison
rik,Rich
hål,hole
knappast,hardly
karl,Charles
företag,business
dyker,Dives
jäkla,damn
mördade,murdered
hänga,hang
anna,Anna
kört,run
rolig,funny
droger,Drugs
fungera,work
hundra,hundred
lättare,lighter
kollade,Checked
tillbaks,Back
stycken,Pieces
gäng,gang
major,major
pappas,Daddy
lee,Lee
sysslar,engages
herrn,sir
sötnos,sweetheart
ifred,peacefully
gömmer,Hiding
skjuten,Shooted
bröder,brothers
evigt,forever
ön,Island
svaret,The answer
diskutera,discuss
presentera,present
letade,searched
washington,Washington
snabbare,Faster
tänder,teeth
ted,Ted
skitstövel,Shit
ensamma,lonely
frisk,healthy
färdig,finished
hotellet,The hotel
fann,found
form,form
vända,turn
ordentligt,proper
tåget,The train
gumman,old man
matchen,The match
männen,The men
svin,swine
dök,dived
galet,Crazy
armén,The army
dej,DA
kyle,Kyle
köpt,purchased
of,of
bestämt,Certainly
san,San.
bröllop,wedding
stjäla,steal
bak,rear
förhållande,relationship
antagligen,Probably
taket,The roof
angående,concerning
sheriffen,The sheriff
hotell,Hotel
hoppades,hoped
reglerna,the rules
varm,hot
robert,Robert
adam,Adam
minne,memory
ena,one
viktiga,Important
bilar,cars
street,Street
spelet,the game
regeringen,The government
jagar,hunting
väggen,The wall
jane,Jane
taxi,taxi
munnen,the mouth
jaga,hunt
stranden,the beach
självmord,suicide
återvända,return
oskyldig,innocent
mammas,Mom's
dator,computer
vanlig,common
skott,shot
kött,meat
england,England
driver,Driver
hamnade,ended up
fisk,fish
gifte,Married
drick,Drink
koppla,connect
senast,last
medicin,medicine
chuck,chuck
sakta,slowly
gåva,Gift
mordet,The murder
arthur,Arthur
hot,threat
mun,mouth
pete,Pete
böcker,books
amy,Amy
kyss,kiss
försvinna,disappear
kevin,Kevin
reser,traveling
bett,bite
halsen,throat
vems,whose
tokig,crazy
kontrollera,verify
träd,tree
poliser,Police
noga,Carefully
kameran,the camera
slipper,Slips
skrattar,Laughing
väskan,The bag
liknar,Similar to it
föredrar,prefer
tryck,print
soldat,soldier
matt,Matt
sådana,such
levde,Lived
klä,dress
skratta,laugh
krafter,forces
förändras,change
hustru,wife
lagar,Laws
hora,whore
omedelbart,immediately
inblandad,involved
fria,free
föra,bring
allihopa,All
strid,battle
liknande,similar
skrämmer,scaring
lov,permission
sålde,Sold
helgen,weekend
floden,the river
farlig,dangerous
text,text
brian,Brian
sparken,fired
benen,The legs
jerry,Jerry
desto,Desto
betalade,paid
konstig,weird
halva,half
skola,school
stannade,stopped
ägg,egg
city,City
klass,class
rom,Gypsy
bryter,Breaking
åkt,Ride
hjärnan,the brain
affär,business
syns,visible
sanning,truth
struntar,ignore
når,reaches
minsta,minimum
procent,percent
förstörde,destroyed
skydd,protection
tusan,Thus
rachel,Rachel
alice,Alice
vaken,awake
hoppar,Jumps
ifall,If
tvinga,force
luft,air
sådär,That's how
le,smile
listan,The list
lura,fool
förslag,suggestions
byggnaden,the building
skyddar,protects
hemska,horrible
d,d
km,km
affären,the store
översatt,Translated
carter,Carter
an,an
bråttom,in a hurry
loss,loose
område,area
skallen,the skull
fars,Father
miljon,million
håret,The hair
närmar,approaching
jason,Jason
match,match
tidningen,the newspaper
tjena,Hey
väska,bag
frihet,freedom
present,gift
fångar,prisoners
don,Don
växte,grew
söka,search
da,da
umgås,socialize
situationen,the situation
dejt,date
position,position
banken,the bank
bjöd,offered
personen,the person
bandet,the band
anser,considers
chloe,Chloe
tappat,dropped
glada,happy
förflutna,past
red,ed
karriär,career
tycka,think
